TP_LINGUA;NU_NOTA_MT;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_LC;NU_CORRETAS_MT;NU_CORRETAS_CH;NU_CORRETAS_CN;NU_CORRETAS_LC;TX_COERENCIA_MT;TX_COERENCIA_CH;TX_COERENCIA_CN;TX_COERENCIA_LC;CO_PROVA_MT;CO_PROVA_CH;CO_PROVA_CN;CO_PROVA_LC
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;464.2;542.1;407.6;525.4;13;18;9;23;000010000010000110000011001001110000001001022;001110111110010100001010011000010000001101002;110100000000010000000000000110110000000012222;101011000010001010010101011111011101110010001;1185.0;1178.0;1189.0;1182.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;464.7;379.0;431.1;354.7;9;11;9;7;010001000001001110000000000000100010001000022;000000000001011100000100000001011001010100002;000000000001100000010011010100000000000002222;000001000000000000010000010001000001001000010;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;407.9;527.4;437.2;581.2;4;16;8;27;000000000000010001000001000000000010000000022;000011011000000000101001010100100111010110002;100000000010000010001000010001000001000002222;011000111101101011111001101001110001111000111;1076.0;1055.0;1086.0;1065.0
1;608.9;541.8;500.0;491.7;15;19;13;18;011000000001000010001100010111101100000110022;111010101010100010100000010001101110100110002;010011100100010000000000110010100100010102222;101000010100110100000010011000111110100101000;1078.0;1056.0;1087.0;1066.0
1;402.8;504.1;460.9;482.0;9;16;7;17;110000000000010000100000101010010000100000022;010000111010000100000010000010101110010001012;000000000001100100110000000010000000100002222;011111101110011100010010000000000001000000011;1075.0;1057.0;1085.0;1068.0
1;500.3;509.2;509.4;490.4;13;12;14;18;000001001000010010000000010110001100101010022;001000101111000100001100000010000000010000012;100001000110000010000110000011010010000102222;101011101100011000100001000100011101010010000;1077.0;1058.0;1088.0;1067.0
0;508.6;394.9;477.6;387.9;12;12;11;11;010001000101000000001001001100010000000011022;000001010001001001100000100010001000100100102;010010001000000010110001001010010100000002222;000011110010111000001000000000000000100000100;1078.0;1056.0;1087.0;1066.0
1;nan;471.7;nan;452.9;0;14;0;13;;010001000000010010001100100000001010001001112;;000111000010011000000101100010001000000010100;nan;1057.0;nan;1068.0
0;441.9;486.3;518.4;521.8;10;13;11;20;001000011101000000000000000000000101010110022;000010110001110010000000001010000001001001002;000010001100110001000100000010001001100002222;010101100000110010101111011000100001010100101;1075.0;1057.0;1085.0;1068.0
1;577.8;589.8;436.2;527.5;11;22;8;20;010000000000000011011000010001000001000111022;111010111000001000010010001100011101101111102;000100010000000010010000001001000001000002222;100101101001111100010010110100010101100100000;1078.0;1056.0;1087.0;1066.0
0;536.7;554.3;633.0;518.3;11;19;21;19;011000010000000110100000011000010001100000022;101000111110100000001110001110100000101000102;011001001110010100001110000111010011001102222;111100001110010000010001100110101000001001011;1077.0;1058.0;1088.0;1067.0
0;637.3;598.8;437.0;562.5;16;26;7;22;111000110000001100000010001010000101000101122;011010101100000111000010011111111111111110002;010000000000100000101000000000000100010002222;001000101001110110110010101100010101110010110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;371.9;307.4;424.5;395.4;5;5;10;8;001000000000011000000000000001010000000000022;010000000000000010000100000100000000100000002;000000000000101000000101000100100101100002222;010000000010001000100101011000000000000000000;1075.0;1057.0;1085.0;1068.0
0;nan;533.3;nan;361.4;0;18;0;10;;000111110101001000110001010110000001001010012;;000100000000001000010100000110000110001010000;nan;1055.0;nan;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;593.6;617.4;491.0;602.6;14;26;12;28;010000010100010010000110001100000001000111022;111100101010001001010110001110101111101110102;110100110000100000001101001000000101000002222;101110011101111101100000101100111101100011111;1078.0;1056.0;1087.0;1066.0
1;399.5;433.5;446.2;478.1;10;11;10;19;000000010011000000110000000000100001010100022;011100000000000001110000000011101100000000002;000000001100000100001010000011010100000012222;100000010100100100010011011110100100011001101;1078.0;1056.0;1087.0;1066.0
0;387.2;492.9;387.1;463.5;7;11;5;13;100001011000000000000000010001000001000000022;000011000000000001100001010101000000100011002;010001000000000000100000000000000000000002222;000001001010101010010000000001100000101000101;1076.0;1055.0;1086.0;1065.0
0;430.6;429.5;438.1;390.8;9;8;9;8;000000110000001100010010000100100000000000022;000000100100000001000000100010000000000100102;010100000000000000001100010001101000000102222;000000000000000000000001101010001000001010001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;574.5;532.4;415.5;524.3;12;19;6;22;001101001010010001000000010100000100000100022;110010001001001010100110010111001100011100002;010000000000000000101000100000000000000002222;001000100110111000111111100011011001000100110;1076.0;1055.0;1086.0;1065.0
1;527.5;515.7;492.8;524.3;13;16;11;21;110101000001111010001000001000010100000000022;101000000111010100101000011000000100010011012;000001001001000100100001000100010011001002222;011000100010101010001100011111001011101000101;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;473.5;464.7;412.8;503.5;8;10;10;17;001100010000000101000010000001000000000100022;000010010000010000110001110100000001000000002;001001011000100010000000010000001000001002222;001000010000000000011111100001111001101000110;1076.0;1055.0;1086.0;1065.0
0;654.3;657.9;578.6;648.8;18;33;13;36;010000101100010110010000000111001001000111022;111110101001001111110110011110101111111111012;100000000101000000111000110001000100100012222;111111111101100100110111111100111111111011111;1078.0;1056.0;1087.0;1066.0
0;558.5;603.8;489.5;536.7;15;28;11;21;110010000000000011110010000010000000101110122;000111010101010101111111110111010111011011002;000010010010111000001100000010000000000102222;010000110001001011110101011001110010001001110;1076.0;1055.0;1086.0;1065.0
1;417.1;434.6;446.3;432.5;9;9;10;14;000001000001000000010000001100001010010100022;000001000100000000011000000110000101001000002;101010000001110000000001001001000010000002222;001011001000100000011001001000100011001010000;1077.0;1058.0;1088.0;1067.0
1;424.6;421.6;399.9;397.9;9;11;9;10;011000001000000000000000000100000110101100022;000000001110010000010011000001001001100000002;100000000100000000000000101101001000000102222;010000100010100000100000001110000001000010000;1077.0;1058.0;1088.0;1067.0
1;501.0;482.4;538.4;315.4;9;14;10;8;001001110010000000100000000000000000000010122;001011100100000100011011000111000000100000002;011010010001010100001010000000000000100002222;000001000001000000001000010010100000100100000;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;451.2;519.9;459.4;452.0;12;15;10;13;010100000001001110000100100000011010000000022;100001000000101001000010101010000001001001112;000110000011100000011000000000000010010002222;100000100010101000001011000011010010000000100;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;750.8;693.3;541.7;621.6;24;33;14;33;010001011101100011010111011111000101100011022;111111111000101000110111000110111111111111112;010001010010000000001001100000011010111002222;111111100101111111110111111101110000101011110;1186.0;1176.0;1190.0;1180.0
1;364.9;411.6;398.6;513.3;7;9;9;19;000001011011000000000000000000000101000000022;010001101000001000100000000010000001000000002;000000101100000010000000000010000010000102222;001111100011010000010110011001100000010001101;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;382.5;433.6;425.1;491.5;7;10;10;18;110001010001000000010000000000000000000010022;010010001000000000100000110000100100100000102;000001010001000000001000100100000010110102222;001000010110000010010101110101011101000000101;1076.0;1055.0;1086.0;1065.0
1;399.8;437.6;385.4;353.6;12;12;6;13;100000010001000100001001000001010000111000022;100000000001001000001010100101001010100000102;000000101010000000000000000000010000100002222;000010000010001000011110100001010000000011100;1078.0;1056.0;1087.0;1066.0
1;443.4;338.4;427.6;412.0;11;9;9;11;000001000100101100001110100000000010001000022;010011000010000000000000000000100011100010002;000001001010000100000000000001110110000002222;010100010001000010000110100100000000000000101;1075.0;1057.0;1085.0;1068.0
0;358.9;478.7;430.3;348.8;6;14;7;9;000010000001000010000000100010000000000000022;000010101101010001010000000010100000000101112;000110100000000000001001100000000000000002222;011000110011000000000000010000000000000110000;1075.0;1057.0;1085.0;1068.0
0;386.8;379.6;420.8;379.4;10;12;10;8;001000000010000010010000000000110001010100122;000011001010110000000100010001000000010010102;000000100010001000010000110000000000100102222;000001000000000100000000001001100000010000011;1078.0;1056.0;1087.0;1066.0
0;536.3;513.0;407.8;554.2;13;15;6;24;000000000011010001010000011001011010000000122;001011000001011001100001110001011001000000002;000000000000010000000100000000000111000002222;011011100110111010010110101001011100110000101;1076.0;1055.0;1086.0;1065.0
1;471.9;516.9;482.0;503.9;12;16;14;19;000111000001011010001000000001000010100000022;001001101011001100010000010110001100010001002;011100010100000000010000110010100010010002222;001101101010110111010100001010001001000000101;1077.0;1058.0;1088.0;1067.0
0;562.1;572.6;398.2;557.7;11;24;13;24;000000010000110010110000101000001100001000022;110010010010111010000100001011110100111111102;011100000100001001000000000110100000001002222;010001011011111000111011011010110001100110100;1075.0;1057.0;1085.0;1068.0
0;375.5;455.4;378.8;388.8;9;11;5;10;100000001101010000001100010000100000000000022;011000011100000100100010000001000000010100002;000000110000000000000010000000000101000002222;000001000000100100010000010011000000100001010;1078.0;1056.0;1087.0;1066.0
1;378.5;490.5;480.6;481.2;7;13;10;17;011000000000101000001100000000000000100000022;111100001011000001001010000000001100000100002;010000000100000110010010100000000100000012222;100001000001111110010000010100110010100010010;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;478.7;468.3;424.4;482.0;7;12;13;15;000000000000010100010000000000011000001000022;000000000100010010000011111000001000000001112;010000010001001001010000100000000101110112222;001101100100100001100001010001000000100100101;1075.0;1057.0;1085.0;1068.0
1;576.0;575.3;578.3;423.0;11;22;14;13;010001010000100010000001001110010000100000022;001100000111011010111011001000111000101011002;001000111100000100001010000010010001001012222;010000101010010001000000010000100101000100011;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;425.3;584.7;433.9;572.3;12;26;11;25;100100000000001110010101100000011001000000022;101010011111110101010101100011001101110010112;000000010000100000010000001010010000001112222;100011001100010011001101010100111001011111111;1077.0;1058.0;1088.0;1067.0
1;444.9;455.8;421.8;374.9;11;12;10;9;000100001000000000001100001011000000001001022;010010001000000000000001001011001010001100002;000000000011001000000000000000011001110002222;001100000010000000000100000000001001110100000;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;521.9;536.7;481.9;498.6;9;18;12;21;001101001100000001010010000000000100000000022;010011010101000001000111011100000010101000112;010000001000100111011000000010000000010012222;101000001110011000100101011001001100111010101;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;400.4;521.6;449.3;489.0;8;15;10;15;010000000001000100001101010100000000000000022;011100101001001000000010010001001010001001002;100000110000000000000001000000010001100012222;000001011101011100010001000000100101100000010;1078.0;1056.0;1087.0;1066.0
1;396.8;523.2;474.0;538.4;9;17;12;24;001000000001000001010000000000001000100010122;100001110110000010011100010010001100001010102;001100010000010100100001000110000001010002222;111110101110101101100101001000010001011011001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;384.3;479.3;422.4;402.4;11;15;7;12;001000001000010100100010010000011001000000022;101000110100001000001000010011000001100100112;000000000001000000110000100000010010000102222;110010100100000000010100000000011010001001000;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;649.5;nan;611.1;0;31;0;29;;111100001110111100010110001110111111101111112;;101101111101111100100001011110110101100011111;nan;1056.0;nan;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;393.1;447.1;397.3;378.7;8;10;10;13;100000010100000100000000010100000101000000022;101011000000000000000000010100111000100000002;001001000000000001000100000011000000100102222;000000011001000101001001010100000000110010010;1076.0;1055.0;1086.0;1065.0
1;442.5;476.3;507.4;453.6;16;13;10;15;100010001100010101001110011010001000001010022;110000011010011000001000000000010010001100102;001001010000000110111000000000110000000002222;101100010100100000010010000001100110001001010;1078.0;1056.0;1087.0;1066.0
1;569.0;534.5;555.1;492.8;11;15;17;18;010001010000000011100100001000000100001010022;101100101111001010000000001000011000001000102;110010110010001110010011010010010011000002222;100101000010011001011001001010000011000110110;1077.0;1058.0;1088.0;1067.0
0;689.7;534.2;477.4;530.5;16;18;9;22;001001001011000001010010010101110010100100022;010011011000000110100001010110111100100000012;000011000010101000110000000000000000000002222;011011111011000110001100001001111001100000110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;457.9;573.8;515.2;511.6;10;21;13;19;100001100000000000110000001010100000001001022;100010110111100001000110100010011010010101012;000010100100010101001011010000100000000102222;000001010110110000110111000111000000101100110;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;530.9;576.1;407.9;566.1;14;22;9;25;001100010000010000000011001001101100010001022;101000011001110011101101110010000001011001102;010000000001001101010010000000100001000002222;001101110011001000110111010110111011101100100;1075.0;1057.0;1085.0;1068.0
1;512.8;535.5;433.5;485.8;11;17;15;18;011000000000100000010111000000001000000011022;010000101000000010001000011100001011100111102;000110000100110000000010001010000101111002222;100001111000100100000110101001100010101010100;1078.0;1056.0;1087.0;1066.0
0;688.3;603.4;517.1;562.6;18;25;11;26;101000000001011011010000001010001100111101022;100010110010011000100111100011101011010111112;000000001001101100001001010100100000001002222;010111110110010101111011011100110001010010110;1075.0;1057.0;1085.0;1068.0
1;588.0;478.0;447.7;454.0;13;11;7;13;010000000110000010000100010101101001000011022;111000001001010000001000000000000010111000002;000000000000001010011000000000010100100002222;000000011000101100000111000001100100100010000;1186.0;1176.0;1190.0;1180.0
1;359.0;442.9;501.9;414.0;7;10;12;13;000011000000001000000001010000011000000000022;100000010100001000001000010010001001000001002;100010101001000100000011001100100000100002222;100000000110010001010000011001001010000010001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;464.5;530.4;472.2;460.1;10;20;12;13;010000000000001000010100101010000010001000122;000001010100001101011011001001101101001011102;000000000000000011010011001110000010001012222;000110001010011110010000001010100000000001000;1077.0;1058.0;1088.0;1067.0
1;432.3;488.4;466.0;586.2;10;12;12;28;000101010000011001000000000000001000000101022;000010000011000000101001010000010000000101102;010001010001101000010001000001000000100002222;000011110110011011111111101010011000111100111;1076.0;1055.0;1086.0;1065.0
0;410.9;532.1;480.6;519.8;11;17;14;19;100001010000111001000010010000000000000001122;110001011000011110000000100010000000001111012;100010000000100000011010000000111000100112222;000000010110001001111111100011001001010000110;1075.0;1057.0;1085.0;1068.0
1;nan;435.4;nan;446.1;0;11;0;15;;000011100100000000100111100000001000000000102;;100000011000000110000011010001101000111100000;nan;1055.0;nan;1065.0
1;453.2;511.3;563.8;458.9;9;16;16;15;000000010010000001000110000000100100001100022;010000010100011000111111000000100000010001012;000000011011010100001000010110110111000002222;010011000010000000100100100011111001000100100;1075.0;1057.0;1085.0;1068.0
1;627.8;589.2;495.0;564.2;14;23;12;23;100001010000000110000010001010001110001000122;001101101111000100011000011111011100100011102;001100001001010000001010010000100000100012222;101101101111101010001001010110000101010101001;1077.0;1058.0;1088.0;1067.0
1;488.6;561.6;495.5;504.0;10;21;12;18;010000000010001010011010000000000000000011022;111001011010010100010011001000100110100110012;010001100000100000000101001010000100000112222;101000010000111100110011110000110000101010000;1078.0;1056.0;1087.0;1066.0
0;370.0;489.1;472.8;447.7;7;16;10;13;000000000000000010001110110000000000000000022;010001011000001100000001101100100010010011102;100010000010000000011000110000000000101102222;001000100010110010101100010010000010000000100;1075.0;1057.0;1085.0;1068.0
0;517.3;593.4;463.8;613.2;10;24;11;30;001000101001000000010010000001000001000100022;001011000011001100100001011101010111111111002;110000010000000000100100000001000001111002222;011010000111111011110111011011111001111000111;1076.0;1055.0;1086.0;1065.0
0;407.7;467.6;480.4;443.9;9;12;9;14;000000001001000010001001000001000100000110022;100000000110000000000011000110000000100101102;010000010001010000011000000000000001000102222;010000100110000111000001011000000011000001001;1077.0;1058.0;1088.0;1067.0
0;425.9;513.3;492.9;528.7;9;12;10;22;011001000001010000001010000000010000010000022;100000010110101000000010000010000010000001012;010010011011011000000000000000000101000002222;011110000111010010110111011000110010010000101;1075.0;1057.0;1085.0;1068.0
1;445.8;502.9;450.1;417.4;10;18;13;13;010000000000010100000000010001001000011100122;010011000010010000101001111011011100000000112;101111000101010001000001000010000100001002222;100000110000101010011100010100000000000000011;1076.0;1055.0;1086.0;1065.0
0;662.7;642.4;576.9;625.5;13;29;16;34;000001010010001010000000101010000101000000122;111101101111101001111111101110011000000111002;011000011100001100101010001100101110000002222;110111101110011011101111111110111110110011110;1077.0;1058.0;1088.0;1067.0
1;408.4;537.8;415.7;507.4;8;17;7;19;000100011000110000001000000000000000000101022;111000101010001000111000000100001010111001002;000001010000000000000101000000000100010002222;001000010000111100110011000000111001111010010;1186.0;1176.0;1190.0;1180.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;425.9;377.4;427.6;418.5;7;6;7;9;101001011000000000000000000100000000000001022;010000010000000000001000010000010000000100002;010101100000000000000000000010000000110002222;000001000001010100010010000000100000101000000;1078.0;1056.0;1087.0;1066.0
1;460.8;578.2;465.8;553.0;10;22;13;25;000000011000000000100000011010010100001000122;101100111100010100101111001010000101010011002;000000010001010001000001001011000000101102222;111101111010010011001101001011101001001011001;1077.0;1058.0;1088.0;1067.0
0;497.0;537.9;489.6;544.8;9;19;11;23;000000001001000111000000000000000011101000022;011110010100001000100100011100011101001011002;010001110100000010100000000100001001000002222;000100101100001010000111001110101001111110111;1076.0;1055.0;1086.0;1065.0
0;773.4;600.6;589.9;651.5;23;27;16;34;111101011000000011000010101010001011011110122;001100101111001100101101101110110001001111112;110000001000000000110011010001010110011102222;111110111110110011011101011111100011101111111;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;381.5;nan;424.4;0;12;0;11;;000000000000011000011101000000011100100010002;;100000000001000100000001001000100000111100001;nan;1056.0;nan;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;633.6;641.1;542.3;577.9;15;30;16;24;010000000011000111100100000111001001000011022;111000101011101111000110100111101110110111112;011000001110000010001001011100010000100002222;001110011101110101000011111100110001100000111;1186.0;1176.0;1190.0;1180.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;397.4;442.3;400.8;298.0;8;11;10;6;001000000110001000000110000000100010000000022;010000000000100011100101110000010100000000002;000001000000000010100101001010000101000102222;000000000110100100000000000100000000000010000;1076.0;1055.0;1086.0;1065.0
1;728.6;634.5;528.8;544.6;23;27;13;24;111000100110001010001101001101001111000111022;110101111001000010110010000110111111001111112;100101010100100000101000001000010000110002222;001111011101111110110100101000010010111010000;1078.0;1056.0;1087.0;1066.0
0;596.2;604.0;494.9;555.0;13;26;12;23;000000000010010011011000001001011000101000022;100010111111111001101111100110101010000101002;000011000001011010111000000000100000000002222;010101110010011001100111000011010010110100111;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;476.3;484.4;447.8;354.1;12;14;9;10;100000000000010001000100000000111010010101122;100010001110001000100001000010011011000000102;010000010100000010010000100000000000000002222;000010001000100010000001001000100100011000000;1076.0;1055.0;1086.0;1065.0
1;652.6;510.2;476.5;535.0;14;15;9;21;110010000000101000110000000011000111000001022;110010101000001100101000010000001010100100012;000100000000100000001110001000100100000002222;011100001100111110000011011000100100101001101;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;529.4;503.7;472.5;428.0;15;16;14;14;010000100000010101110001110110000000010000122;000101010111100001100010100101010010000100002;001000001100000000000010010001110100101112222;001011000110001000100001010001010100100000100;1076.0;1055.0;1086.0;1065.0
1;481.6;496.8;418.9;376.0;10;15;12;8;111000100000010000000100010000000100001000122;011010010110000001100110000010000110010001002;000100000000000100010110110001100101000012222;010010000000001000010000000000100010010001000;1075.0;1057.0;1085.0;1068.0
0;636.0;478.0;379.5;519.1;15;14;8;19;000101001000010001000010110100100010100100122;100010100101001000000011000000100100000101102;001001010000000000000101000000001000000112222;001011001110100001010100111100110000100000110;1076.0;1055.0;1086.0;1065.0
1;784.3;627.2;430.0;607.8;24;28;13;28;111011010001001110001110101110101001010001122;001001011111101110011111100110011100000111112;101100010001001010010000001000101000000002222;111111101110010010001101011110000111001111011;1077.0;1058.0;1088.0;1067.0
0;465.3;385.5;488.0;363.3;8;7;11;7;101000001010000100010000000001010000000000022;110000000000010000100100000000100000001000002;000010100110000001000000001000001100100002222;001000000001100010000000100101000000000000000;1076.0;1055.0;1086.0;1065.0
0;661.7;621.1;568.1;581.3;17;27;13;25;001101010000101111011000001000010000010000122;011101111111000101111111001010111100010011002;011001000010110000001010001110000010000002222;101110001110000011001100011110101001101110111;1077.0;1058.0;1088.0;1067.0
1;479.1;535.5;552.1;541.0;10;15;16;21;100000010010000001010000000000100100001101022;100011000000011011000100100010001010000001012;000001001011010000001010110000011000100112222;000111001110001011110101110011000000011100100;1075.0;1057.0;1085.0;1068.0
1;441.9;404.2;367.1;334.2;9;9;7;6;101000000100000001000000010000010011000001022;000000010000000000100000000100011101001000102;000001010000000100100000010000000100000102222;000000000010000000000001010010010000100000000;1184.0;1175.0;1188.0;1179.0
1;346.9;599.5;503.8;545.6;6;23;11;22;100010000010000000000000100000001000000000122;101000110110111010100011100110110001000001112;000000000101001100100000011100000000110002222;000011010110100011111111001101110000100100100;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;563.3;489.1;478.9;436.5;10;15;9;14;010000000110001000000000000001001001000110022;000011100100001110100100000000011010100110002;010001000000000011110000000010000000010012222;010000010100110001010000001001000000100101110;1078.0;1056.0;1087.0;1066.0
1;505.7;538.0;531.1;427.8;11;19;14;11;010000001011000000000010011010000001000110022;000010100000010001101101110101110001000011012;000001000011000100001100000100010001001102222;000001001100101000000101000100100001000000100;1076.0;1055.0;1086.0;1065.0
0;666.4;617.0;547.3;600.3;17;29;16;28;010110000100110001110000000111000001000111022;111111101111101100010110001101101111000011012;010000000000000001011000101011110100111002222;101100011100110110101001111100110111110101110;1078.0;1056.0;1087.0;1066.0
1;347.3;513.6;420.5;448.1;6;19;9;15;000001000001000000011000000000000000110000022;000100111000101010101011110000010110100100002;000001100000000100010010100000000000010002222;101010000100011110100010001100010000011000000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;709.3;607.3;458.2;586.1;20;28;15;28;011001010001101111010000001010010001000011122;011001101111011001111011011011011110001101102;100001011010000010000011011001000000000112222;101111111110010011001111000111101011001001101;1077.0;1058.0;1088.0;1067.0
1;402.0;464.1;515.0;465.1;11;13;15;13;101000000110000110010000000000100010100000122;010000001000000001100000000010111100010010012;000110100001100001001010101001000100001012222;000000110000111100000011010000010101100000000;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;578.7;494.6;508.3;561.4;12;14;15;23;110011010000000010101000000010000010001001022;100001100110001100011000100010000010000000102;001001010011100011110001000110000010000102222;111011101000001011001001010110101001010011011;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;629.8;526.0;447.1;538.4;15;16;13;23;000100001001000001010011010100100110000111022;001110100000000001100001010100110110010010102;000100010000010001101100000010000000100102222;100110001100101001010111110101010001110000111;1076.0;1055.0;1086.0;1065.0
1;nan;484.1;nan;500.6;0;13;0;17;;001100101000010101011001000100000000000101002;;110000100110001011010100011110010001000000001;nan;1058.0;nan;1067.0
0;443.5;341.6;514.5;379.5;13;5;11;9;000000100110110011000110000100100010000000022;000100010100000100000000100000000000000000002;000001000110110000100001010000000110000012222;001010110000010000000010000000000000100011000;1078.0;1056.0;1087.0;1066.0
1;372.0;399.2;425.6;411.7;9;10;8;10;100000000001001100101000000000001000010001022;110000000100000000000010010100001100110000002;000000010001100001010000000010000000100002222;100000100010001000100000100000010000100000110;1076.0;1055.0;1086.0;1065.0
0;769.7;593.0;631.8;620.0;24;23;19;30;110010001100111001110110001011100001000111122;101010111011001100010011110100001010001111102;011001100110000001111110001101000000011012222;011100011101101100111011010001111101111011111;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;397.5;394.5;432.7;396.6;7;11;12;8;001100000000101000010000000000100000000001022;000001100000110000000010000110000010110000002;010100001000000010010000001001101010010002222;100000100000000000000001001000000001111000000;1077.0;1058.0;1088.0;1067.0
1;403.5;558.7;421.2;426.5;2;22;10;12;000000000000000001000000010000000000000000022;010011111110001001100001110010111101001010002;100000010010010010000100000001000000010002222;010000010000000000000011100110001100000010110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;428.0;324.3;464.6;441.3;12;5;10;12;011001011010010000100001000000100000100000022;000001000000000001000001000000000000000100102;000010000101100010000001000010100000100002222;000011100010001010000001000000011001010000100;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
