TP_LINGUA;NU_NOTA_MT;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_LC;NU_CORRETAS_MT;NU_CORRETAS_CH;NU_CORRETAS_CN;NU_CORRETAS_LC;TX_COERENCIA_MT;TX_COERENCIA_CH;TX_COERENCIA_CN;TX_COERENCIA_LC;CO_PROVA_MT;CO_PROVA_CH;CO_PROVA_CN;CO_PROVA_LC
0;517.7;392.0;491.6;451.6;9;12;11;16;000001100000100010000000001010000010101000022;100001000000000001000001000100000111001001102;011000010000100001000010001000000100001002222;011001001110011001000000001001011010110000000;1077.0;1058.0;1088.0;1067.0
0;655.3;483.2;436.7;495.9;17;12;10;17;011011001011100011000100000001000100000111022;010000001011000000100000010000001111001000002;000001000000100000000000001010001100110002222;101001010000000100010001101000110010100101101;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;498.5;525.3;444.1;496.7;12;16;11;18;010000010110010000010010000010000001001001122;110100101101100000010000010000000100100111102;010100000000001001000100000000000001011002222;000011010001011100010000101001110000100011101;1078.0;1056.0;1087.0;1066.0
1;539.9;594.0;528.8;569.9;12;24;13;26;000011110000100000010000101010000010101000022;110100001111100010011111010010111100101001102;000101100000000000100010001100011111001002222;101110101010101010000101011110101011111011100;1077.0;1058.0;1088.0;1067.0
0;434.8;545.4;460.9;516.4;7;20;10;22;000110100000100000000000000000000100011000022;000010010100001011010010000011111001011101012;000010000101000100000011000001100000100002222;011110011011010001110000010100001011110101100;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;612.6;519.7;526.9;553.4;14;13;11;23;010000001101000011000000000001001001000111022;110000101000000000011010000100001011100010002;010001100000000000011000001000110101000002222;111111011100101100010010011000100100111000110;1078.0;1056.0;1087.0;1066.0
0;569.3;585.7;485.6;545.4;13;26;12;21;011001010000011010000100000000000010011000122;110010111101001011101000110111001010110011012;010010000001101001100000011000000110010002222;000101110001001001111111010001001101100000101;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;418.8;388.9;444.6;433.0;11;10;7;11;010001000010010100010001010000101000000100022;110001010000000000001000000011000100000101002;000001000001010000000010000000100001000012222;100100000000101100010010100000110000000000001;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;487.1;467.4;454.0;424.3;11;13;12;14;011001000010010011001000000000000001000101022;001010101000000010101000011001100000010000102;010001010010000001100000000100001100100002222;101000100110100000101000011001101000000000100;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;407.1;510.3;499.3;554.5;10;16;9;22;100011000000011001000000000000010000100110022;100010010111010100001101100110000001000000012;011000010000000000000001000110010000001002222;111110101010010010011000011110001011000101001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;589.6;487.9;457.1;432.4;14;13;10;13;011101010001010000010100001000000010001000022;000000010100010000000000001010111000100101012;000100000011100000000000010010000011000002222;000100000000010010101110000001111010000001000;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;759.5;614.1;646.5;602.0;22;26;23;30;111000111010001101010000000110111010100101122;110111110101001101101010010101111001110011002;010110110010010101111010000010101011110002222;011011010010101010111110111111111001110101101;1076.0;1055.0;1086.0;1065.0
0;545.5;508.3;540.5;498.4;13;16;15;16;001011101001000011100000110100000100000000022;001011010001010010100010010010110000010100102;000010000010000010100100101010110010101002222;000000011001100000010100111111010000100100100;1076.0;1055.0;1086.0;1065.0
1;nan;561.4;nan;567.2;0;19;0;24;;111100111000001100010010010100011010010110002;;100010111001111000000011100000110111111011110;nan;1056.0;nan;1066.0
1;393.7;460.6;383.5;447.5;8;12;11;13;000000010011000001000000000100010000000000022;010001101001000000001010010001001000000101002;010000000000010100100000000010001001101002222;100000000100001100000110000110000110100000110;1078.0;1056.0;1087.0;1066.0
0;548.1;486.3;458.6;539.7;11;15;9;22;000001010001100110000001001010010000001000022;100001000100000111001000110010101000100011002;010000000000001100001001000011010000000102222;101011101010111010001001001011000001000011111;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;843.8;661.9;668.4;669.4;32;32;23;36;010001110111111111110111111011101011111010022;101111011011110111100011110010011111011101112;010110101111111100101000101011001110000002222;011101101111111011111111100111110011111011111;1075.0;1057.0;1085.0;1068.0
0;607.0;589.9;598.0;563.8;12;23;18;24;110000100000010000100000010001000100000111022;111001101000111101010000010010100110101111102;110001000100110100111010000010011100100012222;101010001100111100100100011110110000111100111;1078.0;1056.0;1087.0;1066.0
1;589.0;391.3;523.1;411.2;14;7;14;16;100101011000000000010000011010001010010000022;000000100000000000001000001001010001000000012;110010010010000100010010000110000101000012222;111000010010111010000010100010010110010000000;1077.0;1058.0;1088.0;1067.0
1;615.8;582.7;589.9;615.6;14;24;16;31;010000000100110100010110001001000001001011022;111000101111001110110010000101011111100100002;000101110100100100101010100001000100010012222;111100111101111100010011100100110111111111110;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;588.9;652.6;604.1;619.5;12;30;16;31;110000000001010001010010010101010000100000022;111111011101001001100011010111010111111111002;010110001010100001100010100000110001000012222;011111100001011011011001111110111101111011110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;601.4;564.6;522.9;519.5;15;21;13;19;110000001000010100001000001101010000000111022;111010101111001100100010001100001110100100002;000110100000001010100100001011100100000002222;000110011000010101010000000100110110100110111;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;555.9;467.5;436.8;531.3;13;14;10;19;010011010011000001100000011011000000100000022;000001000100100000011100010010011001100001012;001100010010001100000000000000100010100012222;111110101100001010000100011110100001000001001;1185.0;1178.0;1189.0;1182.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;691.2;574.2;499.9;585.8;17;22;11;27;001001111001110101110001000010000000101010022;100011011100111100001110100010001101000101102;100110000000010000001000110000001001000002222;000111101111011000111111001101110100011000111;1075.0;1057.0;1085.0;1068.0
1;nan;495.7;nan;494.1;0;14;0;17;;010010110001000001100010010000100010100101002;;000000011000101011001110011100101000000100101;nan;1055.0;nan;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;534.7;526.9;395.1;523.7;10;18;6;22;110001000000000011001100001000000000000001122;000100101101011111001001000010000001010101002;001000001000010000000000000000100001010002222;010101101010110001011101101101110001001000100;1077.0;1058.0;1088.0;1067.0
0;585.0;628.9;645.0;531.7;16;30;23;24;000111001010000011000010100100010110010001022;101101111011011101111101010111111001100011002;000000101110001100011000001110101011111112222;001110110100111010101111000101101001010010101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;409.0;526.5;440.8;486.4;8;16;11;18;011010010010000000010000000000001001000000022;001100001111001010100011100010001000000101002;000010001000011010100001000010010110000002222;111000101010100010001100011001001010001001010;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;778.8;678.6;624.7;656.4;26;33;20;33;111111010001011110100011101111000011110000122;011001111111111110101110001110011111100111112;011000000100100000101111100111011010101102222;111110101101010011001011111111111111100110111;1077.0;1058.0;1088.0;1067.0
0;610.9;480.7;533.9;561.0;13;10;12;23;001000011000000001111000010001010000000100122;100010001001000000100001010001000100000001002;110000000010000100011000000010000011010002222;010010010100011011010111101101111000110000101;1076.0;1055.0;1086.0;1065.0
1;440.3;455.0;416.0;397.3;10;13;9;12;110000001001100000000100000010000010000010122;110000001100100100001000001001010000100100012;010011100000000100000000000010000100110002222;000000011101001000000010000101100001010010000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;601.0;nan;601.2;0;23;0;27;;111000101000000000010100010110110111111101112;;001101111000111100011111110100110011100010111;nan;1056.0;nan;1066.0
0;571.3;585.8;546.5;533.8;15;22;12;19;110100000111010000010100000000101010011000022;110000011010111011100001000011000110010101112;000110001101110000100000010000010000100002222;000010101111001001110111000011010000110000100;1075.0;1057.0;1085.0;1068.0
0;405.9;526.0;427.1;552.2;10;19;6;27;000100000100101000011110000000000100000000022;011010011000001001001011100011011000001011002;000001000000100000100010000000000010100002222;011110100011000111011111011011111001110000101;1183.0;1177.0;1187.0;1181.0
1;603.6;507.5;510.9;554.1;12;15;14;24;001000001000000111010010001000110010000100022;000010000011010001000100110110110000000101102;101000000100100100101000100100001001001012222;011000101001100011010101011001110110101110110;1076.0;1055.0;1086.0;1065.0
1;454.1;535.6;448.5;535.9;7;20;8;23;000000000000010010001001000000100100001000022;010001011100000100000010110010011001010111112;001010000100001100001010000000000000000002222;010101000011000001110011100111110001110001111;1183.0;1177.0;1187.0;1181.0
0;nan;431.1;nan;417.1;0;11;0;15;;000000001001000110010001101000000001100001002;;000001110000010000010111010101000000010001101;nan;1056.0;nan;1066.0
1;576.8;598.2;425.7;583.0;12;24;11;26;010000011011000001000000110000010000001101022;101011011111000001001101010110010101100111002;000000000011010100101100100000010000100002222;011010111001101011110011001001111000111000111;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;476.5;nan;418.7;0;11;0;14;;000011000100000000100001010101001000000000112;;001100010000110100000101100010000000110010100;nan;1055.0;nan;1065.0
1;364.8;481.5;506.6;475.9;7;14;12;15;010000000001000000101000010000001000000000022;001100110100101100000001000110000001000000012;001000010000010010011100001100010011000002222;100100101000010011101000001000001001001010001;1077.0;1058.0;1088.0;1067.0
1;374.6;372.9;428.6;347.4;11;11;9;7;000010001001011010000001010000001000001100022;000100000000101010001110010000000000110010002;000101000000100101000000000100000000000102222;001000001000100000000000000100000100000011000;1078.0;1056.0;1087.0;1066.0
1;579.4;503.4;535.7;532.1;11;17;14;23;000001010000000110000010000110010000000011022;001101101100000010010100000011000011101110002;011100010000000000010010001101000100011002222;101011101010111010010100011000110011001100011;1077.0;1058.0;1088.0;1067.0
1;401.0;469.0;412.5;449.4;9;11;9;16;000000000010100000000001101000100101100000022;100100001100001001001000000111000000000010002;010001001000100010000000001010000000000012222;001000001010010001010101001001100010001110001;1077.0;1058.0;1088.0;1067.0
0;532.5;533.0;455.3;499.5;12;19;13;17;110000000110000010000010000100100010000011022;100100111010000010011010011010011010100101002;100000110000000001010010000010010100110012222;100001011100010100000001011000110000111010100;1078.0;1056.0;1087.0;1066.0
0;550.2;555.6;509.7;562.2;13;20;9;24;001000000001010001001000100010110000111001022;100000011111001100000011100011010011000101012;000001000000110100000001010100000000101002222;011111111010001000111011001011001000010110110;1075.0;1057.0;1085.0;1068.0
1;429.6;524.0;435.7;615.6;8;17;13;31;100100000010000010010000011000001000000000022;001110010101001110001101010010000100001000102;000101010000111000000000000110101000100112222;111100101110011011111101011110111001100011111;1077.0;1058.0;1088.0;1067.0
0;404.2;522.2;471.0;483.6;9;16;12;14;010000101000000000001010101010000000000010022;000010101011111010000000000000001010010011012;000000000010110000000010010010100100110102222;000001000101010001110010010011010010000000100;1075.0;1057.0;1085.0;1068.0
1;560.0;529.3;454.2;475.0;11;16;15;17;101001011001000010000000010010000000100001022;000101011110000101101000000111011000000001002;000010010000010110010001000101111000010012222;111110100000000000011001000011110011010000001;1077.0;1058.0;1088.0;1067.0
0;637.5;528.2;479.4;510.2;13;18;9;19;010000000011001001000000000011000011000011022;111000101011101010000000010001101110000100012;010000000100100000110000000000110010000012222;100100010100010110110011010000110001110001010;1078.0;1056.0;1087.0;1066.0
1;nan;378.1;nan;406.9;0;5;0;12;;110000000000000000100000000000000000000010102;;001010000100001000100010000000000100011110100;nan;1056.0;nan;1066.0
0;455.2;569.7;403.2;589.9;8;23;7;29;000000010000010011000000100101001000000000022;000110111101001001100111110111011100001010002;101000000001100000000000000010000000001002222;011001110000111011111111101001110001111100111;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;378.4;532.9;451.6;417.1;8;19;9;10;000000001000000100000011010000000001000011022;101101100110000011011100011010000001100101002;001000000000010001000100001011000000101002222;001000101000100000001001001001000011000000000;1077.0;1058.0;1088.0;1067.0
1;379.7;508.7;443.0;481.6;6;18;6;16;000001000000001000001000000000000100000100122;000001100010101101011001011110010000000110002;000000011000000000001000000001000001100002222;010010101010101010010000010100100001001010001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;516.7;455.7;432.2;337.5;11;13;10;8;000100001001010110010000000000000010100011022;100110000000001001000100110000110000001001012;100100010000001000001000000110000000100012222;010000001000000001000001000000100010000000101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;534.0;579.1;472.6;536.9;10;24;10;20;010000000001000010010000000111010000000101022;111010011000001011011110010000101110101111002;010100000000000000000010000011100000010112222;101100010000111100000001000100110111111100010;1078.0;1056.0;1087.0;1066.0
1;389.9;515.5;583.0;521.9;9;16;15;18;000101000011000000010000000001000000010001022;101100110110000010011000010110000000000001012;101000000010010000000110001100000110110102222;000100001100000111000001011110001001010011011;1185.0;1178.0;1189.0;1182.0
0;460.2;560.2;458.4;510.6;9;20;14;18;000011000000000001100010000001000001000101022;011001100101000001100101010101010000111110102;001001100001000010101010000000000101100102222;000101011001001001011111001011010000100100000;1076.0;1055.0;1086.0;1065.0
0;644.2;573.4;512.3;572.8;19;20;10;25;111000011001100100011000101011010010000010022;110100011111000110001100000110010100000101102;001000001001100000100010100101000001000002222;100100101100010111001001010111001111010110111;1077.0;1058.0;1088.0;1067.0
0;619.3;544.9;465.3;424.1;18;20;12;14;110100001110001111110100010000000001100001022;111000101110111100011000000001101110100100002;011001100000000000010000010111000001010002222;100001101100100010010001000100000100001001010;1078.0;1056.0;1087.0;1066.0
1;571.3;463.3;489.6;467.6;11;15;12;15;010101010000101010000000000010001001100000022;000000000010000000011100111111011101001000002;001001011110000000000000011110000110000002222;011000101010010010000000110100010001000101001;1077.0;1058.0;1088.0;1067.0
0;551.4;442.9;409.1;489.4;14;14;9;16;010100001001000100000111000010000010000011122;110000010101010100111000000100010000010000012;000000100010001001010000000010000001001012222;110100001100100110010000010000110100000011100;1078.0;1056.0;1087.0;1066.0
1;382.1;444.8;488.7;511.0;7;9;11;20;110000000000000000000100000000011000010001022;000000010100000010001000110010100000000001002;010011000000100000100000000100000000011102222;111010001010010001011000001010010101011100011;1077.0;1058.0;1088.0;1067.0
1;629.7;493.5;432.1;421.6;17;13;9;9;010110110001100111000000001011000001000011022;011000001000001000001010010000101100101000002;000010000000010001110101000100000100000002222;001000010000100100010000000000000100111000000;1186.0;1176.0;1190.0;1180.0
1;619.4;546.2;460.9;631.6;14;19;11;30;011000100001011000000000001111001001000011022;011010111000001000111000001100110010000111012;110001100010000000000000000010010100110002222;101111111101100100001001111100110101111110111;1078.0;1056.0;1087.0;1066.0
1;466.5;470.1;504.1;453.9;13;12;13;19;110000001000010001010110000010011100100000022;010000001000000010010000110000110100101100002;000101110000000001100010000010110100000002222;100001010010000110010011010111010000101111000;1078.0;1056.0;1087.0;1066.0
1;394.1;472.7;516.2;485.5;12;12;11;18;000100000000110000010100010000100101110010022;000000010111000000001010010010001100010010002;000100001000100000001000000111000110100002222;100001111011110011001000011000000000001001011;1077.0;1058.0;1088.0;1067.0
0;468.0;521.8;478.0;476.4;14;17;11;16;100000000001001000011000100010100110001011022;001001100110010100001001000111010000010101102;001100010000000000000010011101010000010002222;111100001010000010011101001000000110001001000;1077.0;1058.0;1088.0;1067.0
0;403.9;477.3;471.1;491.9;8;14;10;15;000001000001010100000001000000001010100000022;000010100101101000011011000000100100100001002;001000000010100010000111000010010000010002222;110100001110001010000101000000001001001001001;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;360.8;449.0;404.3;481.3;7;12;5;15;010001001001100000000000000000000000100100022;011010000000001000000010000101101000001001002;000010000010010010000000000000000000000102222;011011000011000000100101000001000000111000101;1075.0;1057.0;1085.0;1068.0
0;654.2;522.4;445.7;542.6;20;17;13;20;011111111010011000011000000101000001000011022;111100001000000000011110000101001000101101012;010001110001100001010000000010000100100102222;011100001101110100000001000101010110100001111;1078.0;1056.0;1087.0;1066.0
1;381.9;470.9;409.9;468.5;5;13;10;15;000001000001000010000000100000000000001000022;000111011011000010101000110000000100000000002;000101000000100101100000000001000000100002222;000000010101001010110000011100001000110000101;1076.0;1055.0;1086.0;1065.0
0;409.7;562.1;427.7;543.1;10;21;9;21;000010000000000000101010011001001010000000022;011110101010001001100000001011101110011110002;010001000100100001000010001000000100000102222;101101000100110100000011011100110001111010100;1078.0;1056.0;1087.0;1066.0
0;395.9;468.3;441.3;424.4;9;10;8;11;000011000000000010010010000000001001000001022;000010000100000001100001110000001000001000002;001000000000000100001000000010001001010012222;000010000101000000010101010100001100000000100;1076.0;1055.0;1086.0;1065.0
1;594.2;484.0;399.0;387.0;13;11;5;10;000011001001000001011001010100100000000101022;011011000000011001100001010000000000000001002;000100000100000001001000000000001000000002222;000000010000011000000000100000000010011100011;1184.0;1175.0;1188.0;1179.0
1;550.1;501.1;542.0;451.3;13;14;16;17;010000101000000001000100010100000101000101122;001010110010000000100001010001100001000100012;111010000110001001011010101100000000001002222;000000000111001010011101100111001100000011000;1184.0;1175.0;1188.0;1179.0
1;nan;406.9;nan;362.6;0;6;0;8;;000000001100100100001000010000000000000000002;;001000000000100010001000001001000011000000000;nan;1058.0;nan;1067.0
1;471.6;545.1;400.6;459.2;9;18;7;13;000001000000100010010000010000001100000011022;001101111101000101001000000011000000110001112;001011010000001000000000010000000000010002222;001000101010000000001001011000101001000010100;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;537.6;508.9;455.3;547.6;9;19;13;25;000001010000010010000010000000010000010000122;000000101000010111111000101010101001000011012;001100010010000110000000001010100000001112222;111011111000101010000101001111011001100011101;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;455.7;nan;462.0;0;13;0;16;;001000001010100000001010000101010101000011002;;100100011010010110000100010001001000011011000;nan;1058.0;nan;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;405.7;370.0;456.0;534.2;9;8;9;20;000101100010000001010000000010010100000000022;000000000100000000100000000000000011100001112;000010000001000101100001000000010000100002222;011001000110001001110111001001000001010100111;1075.0;1057.0;1085.0;1068.0
1;558.1;443.1;423.2;487.4;13;10;8;17;010010001001000000000101010111001000000011022;010000001100100011001000000000000010000001102;001001110000000000000000000000010100000012222;001001011000110100010100000100110010101100010;1078.0;1056.0;1087.0;1066.0
0;nan;443.4;nan;531.6;0;9;0;18;;000000010100000011001000000110000100001000002;;001110001110000010001101001100101001000000111;nan;1058.0;nan;1067.0
0;400.1;559.0;463.4;494.1;7;20;12;18;010000010100010000000010000001001000000000022;110100101010100000100110010000110011101110002;000100100000100001100001000000000100101102222;100000010101110100010011001000110100110101000;1078.0;1056.0;1087.0;1066.0
1;365.0;380.0;397.9;496.0;7;10;11;18;000000000000000000001000000000110110100000122;000000100000100000000000001001001110010010012;000000001000001110000010000010011000100002222;000001010100111110010010010100100100100010110;1078.0;1056.0;1087.0;1066.0
1;365.8;371.5;444.8;461.1;7;7;10;14;110000010000000000000000000000000011001010022;000011100010000000100000100010000000000000002;000001000000010000000011001010000111000002222;001000010000101010010011010101000000011000100;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;511.5;522.0;515.4;517.6;13;18;13;18;011001000111000100000000000010100100011010022;000010001010111011000000000100011110110101002;000010101101101100000010000000100000100002222;010100110110011001101110000000100001010000101;1075.0;1057.0;1085.0;1068.0
0;637.9;476.5;487.8;523.0;16;13;12;18;100000001001000011000010010100100110111100122;100011010000000001100001010000101000010010102;001101000010000100011100000100100001010002222;000010001000001010011101101001111001010000101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;597.3;501.0;486.2;509.6;12;14;10;21;010000001001010011010010110001010000000000022;100010001101000001100101000001001010010010002;100010000010000000000000010010101000010102222;000110001111101000011110100001001001111000110;1076.0;1055.0;1086.0;1065.0
0;397.8;464.8;548.5;476.6;8;12;14;16;010010000000010100100000000000000100000001122;000010100000000000110001110001010000001000112;010110010101000000011000101000000001000012222;010010000000100010011001110001111101100000000;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;357.3;516.8;434.2;473.7;4;18;9;17;000000000001100001000010000000000000000000022;111000001001010000100000101110100001010011012;000010000000000100010000010110010001001002222;010000010011111000100100010110010010000010101;1075.0;1057.0;1085.0;1068.0
0;510.2;575.7;443.2;376.3;10;23;8;13;000010101010010001110000000000000100001000022;000101110000101101100010101011100011011001112;000001000100100000100010001000000100001002222;001011010010000000000000000111000001101010001;1075.0;1057.0;1085.0;1068.0
1;490.4;460.5;414.8;448.5;12;14;8;14;010100001000001010010000001000101110010000022;101000000101001010011000010011010000100000102;000100010000010010000000000110000001000002222;110000001000000000000110010100001011010110001;1185.0;1178.0;1189.0;1182.0
0;603.3;502.8;552.6;596.2;14;15;17;28;010001010000110111000000100010010100000010122;001000001110000001101011101010000000110001002;011110001011000000110001010001110001100102222;111111101111000011001101001110101001111011001;1077.0;1058.0;1088.0;1067.0
0;nan;559.6;nan;479.4;0;19;0;15;;000010111111000001101011010111000010000100002;;000001000010101000010111110101000000100000110;nan;1055.0;nan;1065.0
1;390.2;551.1;572.6;531.8;10;21;16;22;000000001010100001000100000010010000000001022;100011011100110010011110001000001010001111102;001011000111010000100001010011000011100002222;010111001111010011010110000111110000011000100;1075.0;1057.0;1085.0;1068.0
0;472.0;530.9;532.0;545.5;13;18;12;23;000000000001000000010100010100101010001111122;111010101001000010011101100100001010100001002;110001000000100011110001000000000001010012222;100011011100100100110010100100010100101111111;1078.0;1056.0;1087.0;1066.0
0;414.0;382.2;418.8;496.2;12;9;13;15;011001100100010000000001101000000100000011022;011100000110000110100000000000000000010000002;000000110001000010101100010001010100000102222;000001001000001000010100111101101000010000110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;445.6;510.6;518.9;399.1;11;17;10;8;010100000000001001010001110010000100000001022;100100100100001011011101000110000110001010002;001001011100010000000010000100001000000002222;110000001000001000000010000000000000001011000;1077.0;1058.0;1088.0;1067.0
0;456.1;486.2;399.8;370.3;7;14;5;8;010000001001010000000000000001000000000000022;111000001000000000001011110100010010000100002;000001001000000000000000000000000101000012222;100000000001000000100010110000100000000001000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;514.3;610.0;534.1;537.9;12;27;13;22;001000100010000011100000000010101000010000122;001001111111001010101010011110111100101101102;000000000011000000001011011100001100111002222;110110111000000010000101011111001010010011101;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;587.8;549.5;463.8;524.6;15;19;9;19;000000101001000001000110100101101100010110022;011011011110000000101001010000010100110011002;100110010010000000100000000101000001000002222;011001010000001110010101101010101001000100101;1076.0;1055.0;1086.0;1065.0
0;370.3;441.0;496.9;404.6;8;12;14;11;000000000011000110101000000000010000000000022;000010010001110000100000100000000000110100112;000110000001110000010010100001100010101002222;000001011011100000100110000000000000100000010;1075.0;1057.0;1085.0;1068.0
0;412.5;468.1;437.6;497.3;8;11;10;15;001000100000000011000000000000100100100001022;010000010101001100001000000010000010000001002;010000001001001100000000110000010000010002222;010101000010010000110001000001110001010000110;1075.0;1057.0;1085.0;1068.0
0;761.2;682.4;680.1;616.3;26;33;24;30;010001110111111001110101010010111010011011022;100100111110111011100111101110011111110111112;110100110101111100110000011011001011101002222;011111001011111001111111010111101101110100100;1075.0;1057.0;1085.0;1068.0
1;370.6;457.1;479.2;346.1;8;14;13;6;000010000010010010010000001000010010000000022;110110001000000100001100010001100000001100102;000000101000100000010000110001110000101112222;001000000000001100100000001010000000000000000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;645.3;572.2;573.9;491.7;16;24;17;19;110000011000000110000000101110000111100000122;101101101011010111001010011111101001001001002;001000010000010101001111011100000001110002222;010000101110010000010001011000011011011010110;1077.0;1058.0;1088.0;1067.0
1;461.0;524.7;482.2;535.3;9;19;11;22;000000001000000101000111000010000001010000022;011011000000001001111000010000011011100100112;000011000100101000000111001000001010000002222;001010110001011011010011001000111001011010110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;435.6;462.8;459.8;497.8;11;15;11;18;000000001001100010110000000010010000010001022;110010000100000001110001001101010100000001002;010000001000100001100000000000100011100102222;000001000010011000110100011000110001010101111;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;526.7;368.5;501.2;439.6;12;9;10;12;101010000100000001010000000000010001110110022;010001000001100000000000000000010110100010002;000010000100000000001001001011000001100002222;000000001001001010011010100000000001000001110;1076.0;1055.0;1086.0;1065.0
0;510.3;582.8;502.9;552.8;11;24;14;23;110001000010000001000101000000000010111000022;010010011111011011100110101000010010001011112;000010110000100110110011010000010000000102222;001101110111001001100010000011110011111000110;1075.0;1057.0;1085.0;1068.0
1;503.1;573.6;514.1;556.9;11;22;15;22;010000000100000001001010001011001000100001022;111010101010000111110100000100010011101011002;010000010010100010000001001010110101110002222;011100011101111100010011110000100100110010100;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
